type,line,time,puller,pullX,pullY,pullMs,thrower,throwerX,throwerY,receiver,receiverX,receiverY,defender,turnoverX,turnoverY,team_side
18,,,,,,,wstpierre,-3.72,50.89,jbrissett,7.06,37.79,,,,away
17,,,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,7.06,47.79,arousseau,9.61,72.45,,,,away
18,,,,,,,arousseau,9.61,72.45,tdecraene,-4.09,69.83,,,,away
18,,,,,,,tdecraene,-4.09,69.83,jbrissett,-13.92,66.11,,,,away
18,,,,,,,jbrissett,-13.92,66.11,dlacombeb,-18.51,75.72,,,,away
18,,,,,,,dlacombeb,-18.51,75.72,jbrissett,-4.81,76.82,,,,away
18,,,,,,,jbrissett,-4.81,76.82,qbonnaud,9.47,72.66,,,,away
18,,,,,,,qbonnaud,9.47,72.66,jbrissett,-4.96,67.79,,,,away
18,,,,,,,jbrissett,-4.96,67.79,qbonnaud,-10.64,74.05,,,,away
18,,,,,,,qbonnaud,-10.64,74.05,tdecraene,-17.71,84.39,,,,away
19,,,,,,,tdecraene,-17.71,84.39,wstpierre,-20.77,113.08,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'ycohonner', 'jduquette', 'ctremblay', 'mbrichet']",124.0,,,,,,,,,,,,,,away
7,,,ctremblay,-7.66,110.02,3242.0,,,,,,,,,,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,ctremblay,21.56,65.97,mbrichet,3.71,56.94,,,,away
18,,,,,,,mbrichet,3.71,56.94,jbernat,15.15,66.11,,,,away
18,,,,,,,jbernat,15.15,66.11,jduquette,15.73,80.16,,,,away
16,,,,,,,,,,,,,,,,away
18,,,,,,,jduquette,15.73,70.16,jbernat,15.73,70.16,,,,away
18,,,,,,,jbernat,15.73,70.16,ycohonner,-3.79,63.93,,,,away
18,,,,,,,ycohonner,-3.79,63.93,cguay,-8.46,78.49,,,,away
18,,,,,,,cguay,-8.46,78.49,jduquette,-10.13,88.47,,,,away
19,,,,,,,jduquette,-10.13,88.47,mbrichet,-16.54,104.63,,,,away
1,"['dlacombeb', 'swarrick', 'ctremblay', 'jgiard', 'jbernat', 'rlalondel', 'jduquette']",199.0,,,,,,,,,,,,,,away
7,,,ctremblay,-8.75,109.51,3027.0,,,,,,,,,,away
14,,,,,,,,,,,,,,,,away
18,,,,,,,dlacombeb,-20.19,30.07,ctremblay,1.09,34.22,,,,away
18,,,,,,,ctremblay,1.09,34.22,jgiard,0.29,45.5,,,,away
22,,,,,,,jgiard,0.29,45.5,,,,,0.28,45.5,away
25,"['dlacombeb', 'swarrick', 'ctremblay', 'jbernat', 'rlalondel', 'jduquette', 'mbrichet']",284.0,,,,,,,,,,,,,,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,dlacombeb,7.79,25.33,ctremblay,-11.95,28.83,,,,away
18,,,,,,,ctremblay,-11.95,28.83,rlalondel,-18.0,43.1,,,,away
18,,,,,,,rlalondel,-18.0,43.1,dlacombeb,-22.66,56.14,,,,away
18,,,,,,,dlacombeb,-22.66,56.14,ctremblay,-1.03,48.05,,,,away
18,,,,,,,ctremblay,-1.03,48.05,dlacombeb,-18.51,60.5,,,,away
18,,,,,,,dlacombeb,-18.51,60.5,ctremblay,-21.57,73.47,,,,away
18,,,,,,,ctremblay,-21.57,73.47,dlacombeb,-8.75,76.82,,,,away
18,,,,,,,dlacombeb,-8.75,76.82,ctremblay,-16.62,72.52,,,,away
18,,,,,,,ctremblay,-16.62,72.52,rlalondel,-20.48,81.55,,,,away
17,,,,,,,,,,,,,,,,away
18,,,,,,,rlalondel,-20.48,91.55,dlacombeb,-12.1,81.33,,,,away
18,,,,,,,dlacombeb,-12.1,81.33,rlalondel,-20.84,85.7,,,,away
18,,,,,,,rlalondel,-20.84,85.7,dlacombeb,-10.64,70.26,,,,away
18,,,,,,,dlacombeb,-10.64,70.26,mbrichet,5.24,78.13,,,,away
18,,,,,,,mbrichet,5.24,78.13,ctremblay,10.92,93.13,,,,away
19,,,,,,,ctremblay,10.92,93.13,rlalondel,12.82,108.13,,,,away
1,"['cguay', 'jbernat', 'phooley', 'lmckeown', 'mbrichet', 'dlacombeb', 'ycohonner']",369.0,,,,,,,,,,,,,,away
7,,,phooley,0.29,108.2,2721.0,,,,,,,,,,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",449.0,,,,,,,,,,,,,,away
18,,,,,,,tdecraene,18.72,20.0,jbrissett,-7.29,27.3,,,,away
18,,,,,,,jbrissett,-7.29,27.3,tdecraene,16.1,42.52,,,,away
18,,,,,,,tdecraene,16.1,42.52,jbrissett,13.84,52.42,,,,away
18,,,,,,,jbrissett,13.84,52.42,tdecraene,19.67,76.16,,,,away
22,,,,,,,tdecraene,19.67,76.16,,,,,21.2,117.08,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,-14.87,38.37,tdecraene,-1.32,45.43,,,,away
18,,,,,,,tdecraene,-1.32,45.43,wstpierre,-0.95,55.77,,,,away
18,,,,,,,wstpierre,-0.95,55.77,tdecraene,9.98,63.34,,,,away
18,,,,,,,tdecraene,9.98,63.34,kgroulx,21.05,71.94,,,,away
18,,,,,,,kgroulx,21.05,71.94,arousseau,19.23,83.51,,,,away
18,,,,,,,arousseau,19.23,83.51,qbonnaud,21.93,92.76,,,,away
19,,,,,,,qbonnaud,21.93,92.76,jbrissett,20.98,113.08,,,,away
1,"['cguay', 'swarrick', 'jbernat', 'rlalondel', 'jduquette', 'ctremblay', 'dlacombeb']",530.0,,,,,,,,,,,,,,away
7,,,ctremblay,-9.91,109.0,6552.0,,,,,,,,,,away
13,,,,,,,,,,,,,,,,away
18,,,,,,,cguay,-0.66,48.78,dlacombeb,-0.66,58.25,,,,away
25,"['swarrick', 'jbernat', 'rlalondel', 'jduquette', 'ctremblay', 'dlacombeb', 'tdecraene']",606.0,,,,,,,,,,,,,,away
18,,,,,,,dlacombeb,-0.66,58.25,tdecraene,17.7,64.8,,,,away
18,,,,,,,tdecraene,17.7,64.8,dlacombeb,20.32,79.07,,,,away
18,,,,,,,dlacombeb,20.32,79.07,tdecraene,9.47,69.9,,,,away
18,,,,,,,tdecraene,9.47,69.9,dlacombeb,-1.39,69.68,,,,away
22,,,,,,,dlacombeb,-1.39,69.68,,,,,-17.49,92.91,away
15,,,,,,,,,,,,,,,,away
2,"['wstpierre', 'plebourda', 'tdecraene', 'arousseau', 'qbonnaud', 'kgroulx', 'jbrissett']",671.0,,,,,,,,,,,,,,away
18,,,,,,,jbrissett,11.65,13.32,tdecraene,0.43,24.24,,,,away
18,,,,,,,tdecraene,0.43,24.24,jbrissett,9.25,31.82,,,,away
18,,,,,,,jbrissett,9.25,31.82,tdecraene,6.63,21.48,,,,away
18,,,,,,,tdecraene,6.63,21.48,jbrissett,-2.99,29.78,,,,away
18,,,,,,,jbrissett,-2.99,29.78,tdecraene,0.07,18.85,,,,away
18,,,,,,,tdecraene,0.07,18.85,jbrissett,4.51,31.01,,,,away
18,,,,,,,jbrissett,4.51,31.01,tdecraene,13.98,34.58,,,,away
18,,,,,,,tdecraene,13.98,34.58,jbrissett,17.34,42.74,,,,away
18,,,,,,,jbrissett,17.34,42.74,plebourda,20.61,90.36,,,,away
18,,,,,,,plebourda,20.61,90.36,tdecraene,12.89,84.24,,,,away
19,,,,,,,tdecraene,12.89,84.24,plebourda,20.91,106.89,,,,away
1,"['phooley', 'jgiard', 'ycohonner', 'rlalondel', 'jduquette', 'ctremblay', 'lmckeown']",707.0,,,,,,,,,,,,,,away
7,,,jduquette,13.33,98.37,7333.0,,,,,,,,,,away
31,,,,,,,,,,,,,,,,away
